GeniusOfThings|0.0|0.0
AIBot4|0.0|0.0|0.038461538461538464|0.0|0.038461538461538464|0.038461538461538464|0.0|0.0|0.11538461538461539|0.0|0.038461538461538464|0.0|0.0|0.07692307692307693|0.0|0.0|0.038461538461538464|0.0|0.07692307692307693|0.07692307692307693|0.11538461538461539|0.11538461538461539|0.0|0.15384615384615385|0.0|0.0
bitcointrackers|0.5|0.5
kmunk1975|0.0|0.012345679012345678|0.0|0.0|0.04938271604938271|0.08641975308641975|0.024691358024691357|0.04938271604938271|0.0|0.024691358024691357|0.2222222222222222|0.012345679012345678|0.024691358024691357|0.0|0.06172839506172839|0.06172839506172839|0.0|0.08641975308641975|0.04938271604938271|0.2839506172839506|0.037037037037037035|0.0|0.024691358024691357|0.037037037037037035|0.06172839506172839|0.09876543209876543|0.024691358024691357|0.037037037037037035|0.1728395061728395|0.037037037037037035|0.04938271604938271|0.024691358024691357|0.024691358024691357|0.08641975308641975|0.1111111111111111|0.06172839506172839|0.0|0.04938271604938271|0.08641975308641975|0.012345679012345678|0.0|0.09876543209876543|0.0|0.07407407407407407|0.07407407407407407|0.13580246913580246|0.024691358024691357|0.037037037037037035|0.06172839506172839|0.19753086419753085|0.024691358024691357|0.24691358024691357|0.4074074074074074|0.1111111111111111|0.2222222222222222|0.13580246913580246|0.12345679012345678|0.0|0.012345679012345678|0.04938271604938271|0.0|0.012345679012345678|0.13580246913580246|0.1111111111111111|0.0|0.04938271604938271|0.16049382716049382|0.1111111111111111|0.06172839506172839|0.04938271604938271|0.024691358024691357|0.012345679012345678|0.0|0.18518518518518517|0.0|0.024691358024691357|0.012345679012345678|0.0|0.345679012345679|0.13580246913580246|0.30864197530864196
HaettichPro|0.0|0.0|0.05263157894736842|0.05263157894736842|0.0|0.0|0.0|0.0|0.05263157894736842|0.05263157894736842|0.0|0.2631578947368421|0.2631578947368421|0.2631578947368421|0.21052631578947367|0.2631578947368421|0.3157894736842105|0.3157894736842105|0.0
t0mst0n|0.0392156862745098|0.0|0.0196078431372549|0.0196078431372549|0.0|0.17647058823529413|0.0196078431372549|0.0|0.058823529411764705|0.0196078431372549|0.0392156862745098|0.1568627450980392|0.0|0.0|0.0196078431372549|0.0392156862745098|0.0|0.0196078431372549|0.058823529411764705|0.0784313725490196|0.0|0.0196078431372549|0.17647058823529413|0.0196078431372549|0.11764705882352941|0.0|0.0196078431372549|0.0|0.0196078431372549|0.11764705882352941|0.0|0.0|0.2549019607843137|0.0|0.19607843137254902|0.19607843137254902|0.0|0.0|0.0|0.0|0.0|0.0|0.0196078431372549|0.0|0.0|0.0|0.0196078431372549|0.0|0.11764705882352941|0.0|0.0196078431372549
